     0               2              12              22              32              42              52              62              72              82              92             102             132             162             192             222             252             282             312             342             372             402             432             462             492             522             552             652             752             852             952            1052            1152            1252            1352            1452            1752            2052            2352            2652            2952
    20    0.228934E-05    0.482491E-04    0.922397E-04    0.131873E-03    0.166122E-03    0.193423E-03    0.213505E-03    0.227466E-03    0.235840E-03    0.238140E-03    0.473035E-03    0.643469E-03    0.516539E-03    0.356636E-03    0.202979E-03    0.105707E-03    0.950535E-04    0.169954E-03    0.292066E-03    0.396347E-03    0.431181E-03    0.394221E-03    0.312625E-03    0.214468E-03    0.126339E-03    0.169838E-03    0.112669E-02    0.133603E-02    0.336856E-03    0.979184E-03    0.139363E-02    0.448262E-03    0.791606E-03    0.127995E-02    0.106924E-02    0.140934E-02    0.867751E-03    0.102115E-03   -0.157962E-03   -0.181797E-03
    40    0.204994E-05    0.437121E-04    0.841052E-04    0.121658E-03    0.155020E-03    0.182909E-03    0.205126E-03    0.221155E-03    0.231514E-03    0.236176E-03    0.471925E-03    0.642453E-03    0.513890E-03    0.357329E-03    0.209528E-03    0.113165E-03    0.992724E-04    0.167394E-03    0.279597E-03    0.377071E-03    0.415263E-03    0.385708E-03    0.309960E-03    0.215154E-03    0.128879E-03    0.174534E-03    0.106527E-02    0.130142E-02    0.339559E-03    0.903194E-03    0.133767E-02    0.446892E-03    0.713385E-03    0.120728E-02    0.104101E-02    0.137999E-02    0.817688E-03    0.946091E-04   -0.178759E-03   -0.204610E-03
    60    0.186343E-05    0.400186E-04    0.777411E-04    0.113806E-03    0.147253E-03    0.176810E-03    0.201754E-03    0.221350E-03    0.235159E-03    0.242932E-03    0.490157E-03    0.673648E-03    0.538059E-03    0.378850E-03    0.230182E-03    0.130261E-03    0.111776E-03    0.174230E-03    0.277756E-03    0.370484E-03    0.413834E-03    0.393856E-03    0.323117E-03    0.228834E-03    0.140779E-03    0.193775E-03    0.104551E-02    0.132455E-02    0.366030E-03    0.861690E-03    0.133265E-02    0.472662E-03    0.649457E-03    0.117803E-02    0.107799E-02    0.142398E-02    0.795511E-03    0.914582E-04   -0.212319E-03   -0.249030E-03
    80    0.171995E-05    0.369023E-04    0.721478E-04    0.106872E-03    0.140374E-03    0.171498E-03    0.199046E-03    0.222001E-03    0.239495E-03    0.250893E-03    0.512090E-03    0.718622E-03    0.579482E-03    0.414459E-03    0.260920E-03    0.155429E-03    0.132238E-03    0.188119E-03    0.281759E-03    0.368782E-03    0.417157E-03    0.408457E-03    0.345596E-03    0.252080E-03    0.160482E-03    0.226122E-03    0.104797E-02    0.137576E-02    0.411189E-03    0.833772E-03    0.135193E-02    0.516190E-03    0.589989E-03    0.116128E-02    0.115285E-02    0.151347E-02    0.795477E-03    0.885547E-04   -0.255385E-03   -0.313684E-03
   100    0.160523E-05    0.347482E-04    0.683297E-04    0.101898E-03    0.135133E-03    0.166666E-03    0.195938E-03    0.221320E-03    0.242052E-03    0.256910E-03    0.531097E-03    0.769582E-03    0.635488E-03    0.464164E-03    0.301808E-03    0.190108E-03    0.162259E-03    0.209993E-03    0.292289E-03    0.371835E-03    0.423932E-03    0.427801E-03    0.376050E-03    0.285481E-03    0.189652E-03    0.276786E-03    0.107664E-02    0.144738E-02    0.482627E-03    0.824464E-03    0.138789E-02    0.579100E-03    0.535722E-03    0.114721E-02    0.125567E-02    0.161530E-02    0.801648E-03    0.841146E-04   -0.309146E-03   -0.394309E-03
   120    0.155937E-05    0.338101E-04    0.665366E-04    0.993811E-04    0.132044E-03    0.163702E-03    0.193423E-03    0.220171E-03    0.243028E-03    0.260735E-03    0.545393E-03    0.821986E-03    0.703218E-03    0.528117E-03    0.356198E-03    0.238767E-03    0.205784E-03    0.243015E-03    0.311487E-03    0.381470E-03    0.434987E-03    0.451835E-03    0.415116E-03    0.330915E-03    0.231877E-03    0.356040E-03    0.114188E-02    0.154395E-02    0.591454E-03    0.843801E-03    0.144062E-02    0.664752E-03    0.494198E-03    0.113597E-02    0.138026E-02    0.171943E-02    0.798243E-03    0.714274E-04   -0.371154E-03   -0.490897E-03
   140    0.154606E-05    0.337466E-04    0.662279E-04    0.987331E-04    0.131066E-03    0.162299E-03    0.191970E-03    0.219143E-03    0.243053E-03    0.262801E-03    0.555196E-03    0.870379E-03    0.776842E-03    0.606709E-03    0.430357E-03    0.309281E-03    0.269004E-03    0.291882E-03    0.343178E-03    0.400603E-03    0.452904E-03    0.481919E-03    0.463550E-03    0.391023E-03    0.293483E-03    0.482355E-03    0.125981E-02    0.167183E-02    0.759095E-03    0.909183E-03    0.151357E-02    0.779823E-03    0.477611E-03    0.112378E-02    0.150606E-02    0.177114E-02    0.753977E-03    0.436228E-04   -0.437658E-03   -0.599811E-03
   160    0.154918E-05    0.339397E-04    0.665325E-04    0.988863E-04    0.130908E-03    0.161804E-03    0.191244E-03    0.218429E-03    0.242928E-03    0.264030E-03    0.562118E-03    0.911046E-03    0.850327E-03    0.700289E-03    0.532688E-03    0.411123E-03    0.360326E-03    0.363698E-03    0.393240E-03    0.434338E-03    0.482224E-03    0.522105E-03    0.524517E-03    0.470922E-03    0.383071E-03    0.679789E-03    0.145769E-02    0.184974E-02    0.101515E-02    0.104438E-02    0.161979E-02    0.937861E-03    0.501067E-03    0.111996E-02    0.162452E-02    0.173169E-02    0.639721E-03   -0.117736E-04   -0.508943E-03   -0.716630E-03
   180    0.153954E-05    0.335867E-04    0.658646E-04    0.978864E-04    0.129546E-03    0.160157E-03    0.189499E-03    0.216848E-03    0.241873E-03    0.263827E-03    0.564403E-03    0.938612E-03    0.917247E-03    0.810137E-03    0.671306E-03    0.556092E-03    0.491496E-03    0.469185E-03    0.470837E-03    0.490594E-03    0.530700E-03    0.579575E-03    0.604826E-03    0.579222E-03    0.513424E-03    0.982128E-03    0.178017E-02    0.210866E-02    0.140466E-02    0.129137E-02    0.178645E-02    0.116353E-02    0.591563E-03    0.113573E-02    0.173016E-02    0.156226E-02    0.407473E-03   -0.101169E-03   -0.580468E-03   -0.828947E-03
