     0               2              12              22              32              42              52              62              72              82              92             102             132             162             192             222             252             282             312             342             372             402             432             462             492             522             552             652             752             852             952            1052            1152            1252            1352            1452            1752            2052            2352            2652            2952
    20   -0.156983E-08    0.119795E-07   -0.160824E-06    0.138798E-06    0.176018E-06    0.302380E-06    0.516786E-06    0.887887E-06    0.113003E-05    0.156927E-05    0.408795E-05    0.952476E-05    0.112260E-04    0.980640E-05    0.455713E-05   -0.250657E-05   -0.902142E-05   -0.121927E-04   -0.102452E-04   -0.262019E-05    0.881684E-05    0.200990E-04    0.266129E-04    0.257987E-04    0.172824E-04    0.956005E-05   -0.378599E-04    0.149771E-03    0.876676E-04   -0.722550E-05    0.180360E-03    0.115541E-03   -0.928154E-06    0.207651E-03    0.332080E-03    0.437008E-03    0.344080E-03    0.201946E-03    0.701185E-04    0.356354E-05
    40   -0.196670E-08   -0.375078E-08   -0.247455E-06    0.644461E-07    0.150005E-06    0.313392E-06    0.562417E-06    0.912503E-06    0.131858E-05    0.170724E-05    0.436941E-05    0.110093E-04    0.132936E-04    0.121857E-04    0.749799E-05    0.646015E-06   -0.612272E-05   -0.992073E-05   -0.871652E-05   -0.169927E-05    0.944598E-05    0.208341E-04    0.277464E-04    0.275510E-04    0.198542E-04    0.163880E-04   -0.301276E-04    0.150676E-03    0.940069E-04   -0.167251E-05    0.179173E-03    0.120256E-03    0.418684E-05    0.203640E-03    0.334469E-03    0.434819E-03    0.338040E-03    0.195764E-03    0.666940E-04    0.275200E-05
    60   -0.297881E-08   -0.244029E-07   -0.390038E-06    0.230442E-07    0.143440E-06    0.333764E-06    0.591433E-06    0.102743E-05    0.148148E-05    0.199757E-05    0.525309E-05    0.132071E-04    0.166525E-04    0.166642E-04    0.123617E-04    0.529311E-05   -0.213380E-05   -0.707264E-05   -0.672663E-05   -0.157740E-06    0.110002E-04    0.229034E-04    0.308469E-04    0.317517E-04    0.249201E-04    0.279367E-04   -0.217061E-04    0.159176E-03    0.110482E-03    0.832892E-05    0.185911E-03    0.134900E-03    0.124391E-04    0.207701E-03    0.358463E-03    0.461042E-03    0.349626E-03    0.197700E-03    0.638639E-04    0.108322E-05
    80   -0.507425E-08   -0.578076E-07   -0.539068E-06   -0.582746E-07    0.578147E-07    0.267805E-06    0.614125E-06    0.107379E-05    0.165285E-05    0.226160E-05    0.598039E-05    0.159611E-04    0.211271E-04    0.224148E-04    0.188817E-04    0.114730E-04    0.298955E-05   -0.324157E-05   -0.420495E-05    0.163138E-05    0.128808E-04    0.256773E-04    0.350877E-04    0.374883E-04    0.316904E-04    0.427947E-04   -0.117130E-04    0.171459E-03    0.134532E-03    0.224971E-04    0.197454E-03    0.157081E-03    0.246737E-04    0.215892E-03    0.397481E-03    0.502738E-03    0.370587E-03    0.204115E-03    0.586440E-04   -0.184984E-05
   100   -0.804860E-08   -0.121384E-06   -0.705786E-06   -0.203291E-06   -0.985024E-07    0.118165E-06    0.508306E-06    0.105605E-05    0.172666E-05    0.252550E-05    0.687282E-05    0.192073E-04    0.265798E-04    0.294731E-04    0.266103E-04    0.189871E-04    0.913245E-05    0.104185E-05   -0.147474E-05    0.348205E-05    0.148793E-04    0.287735E-04    0.400908E-04    0.444217E-04    0.399112E-04    0.607593E-04   -0.150531E-05    0.185296E-03    0.165283E-03    0.410006E-04    0.212596E-03    0.186833E-03    0.412388E-04    0.227109E-03    0.452142E-03    0.561064E-03    0.399126E-03    0.212212E-03    0.498153E-04   -0.649975E-05
   120   -0.128860E-07   -0.219279E-06   -0.908549E-06   -0.457495E-06   -0.395291E-06   -0.162452E-06    0.245144E-06    0.883950E-06    0.166971E-05    0.262044E-05    0.749852E-05    0.224871E-04    0.324959E-04    0.376367E-04    0.358221E-04    0.276651E-04    0.162512E-04    0.581402E-05    0.126316E-05    0.509816E-05    0.166477E-04    0.319827E-04    0.455773E-04    0.522506E-04    0.491280E-04    0.809235E-04    0.748821E-05    0.200209E-03    0.202849E-03    0.636864E-04    0.231880E-03    0.224286E-03    0.627128E-04    0.241660E-03    0.523490E-03    0.639962E-03    0.437726E-03    0.223485E-03    0.361240E-04   -0.142495E-04
   140   -0.197027E-07   -0.367331E-06   -0.117008E-05   -0.848233E-06   -0.860046E-06   -0.649182E-06   -0.212866E-06    0.478501E-06    0.141290E-05    0.253971E-05    0.781457E-05    0.259281E-04    0.391699E-04    0.470718E-04    0.463392E-04    0.375682E-04    0.239931E-04    0.108907E-04    0.373816E-05    0.616557E-05    0.178409E-04    0.350010E-04    0.513311E-04    0.605994E-04    0.590836E-04    0.102253E-03    0.145631E-04    0.215968E-03    0.247179E-03    0.903972E-04    0.256286E-03    0.270465E-03    0.898127E-04    0.261733E-03    0.615321E-03    0.744403E-03    0.489420E-03    0.240955E-03    0.179466E-04   -0.269167E-04
   160   -0.294200E-07   -0.583488E-06   -0.150598E-05   -0.142175E-05   -0.155970E-05   -0.140959E-05   -0.986494E-06   -0.214225E-06    0.823020E-06    0.221172E-05    0.773522E-05    0.290019E-04    0.465005E-04    0.573944E-04    0.581603E-04    0.485709E-04    0.323217E-04    0.158720E-04    0.570964E-05    0.636151E-05    0.182405E-04    0.374411E-04    0.569294E-04    0.692482E-04    0.693022E-04    0.124354E-03    0.183650E-04    0.232478E-03    0.297681E-03    0.120641E-03    0.287490E-03    0.326766E-03    0.123360E-03    0.289796E-03    0.731202E-03    0.882461E-03    0.560783E-03    0.266086E-03   -0.553003E-05   -0.476815E-04
   180   -0.430860E-07   -0.885240E-06   -0.193157E-05   -0.223551E-05   -0.255637E-05   -0.252587E-05   -0.215627E-05   -0.134568E-05   -0.115339E-06    0.144940E-05    0.677049E-05    0.316881E-04    0.537575E-04    0.685865E-04    0.709556E-04    0.601692E-04    0.409932E-04    0.206267E-04    0.687165E-05    0.539010E-05    0.173501E-04    0.388584E-04    0.618094E-04    0.773404E-04    0.794770E-04    0.146017E-03    0.182910E-04    0.249687E-03    0.354275E-03    0.156315E-03    0.326724E-03    0.394920E-03    0.166767E-03    0.329903E-03    0.878232E-03    0.106322E-02    0.658092E-03    0.301944E-03   -0.361595E-04   -0.808037E-04
   200   -0.614383E-07   -0.129669E-05   -0.247343E-05   -0.333693E-05   -0.392918E-05   -0.406243E-05   -0.380708E-05   -0.297935E-05   -0.165426E-05    0.121097E-06    0.479222E-05    0.330909E-04    0.604505E-04    0.796339E-04    0.837176E-04    0.719809E-04    0.493358E-04    0.246283E-04    0.675368E-05    0.281708E-05    0.148202E-04    0.385998E-04    0.651805E-04    0.842194E-04    0.886934E-04    0.166633E-03    0.136420E-04    0.266243E-03    0.415962E-03    0.198579E-03    0.376647E-03    0.477583E-03    0.224310E-03    0.385989E-03    0.106268E-02    0.129768E-02    0.787144E-03    0.349857E-03   -0.764138E-04   -0.132378E-03
   220   -0.851661E-07   -0.183160E-05   -0.312418E-05   -0.479055E-05   -0.575941E-05   -0.616763E-05   -0.606767E-05   -0.530003E-05   -0.390137E-05   -0.196146E-05    0.125115E-05    0.321116E-04    0.651880E-04    0.889753E-04    0.950453E-04    0.822432E-04    0.563881E-04    0.270697E-04    0.483993E-05   -0.187357E-05    0.974912E-05    0.357428E-04    0.657631E-04    0.886648E-04    0.958445E-04    0.183345E-03    0.381121E-05    0.280735E-03    0.482286E-03    0.249792E-03    0.438361E-03    0.576234E-03    0.302045E-03    0.463811E-03    0.129110E-02    0.159537E-02    0.953054E-03    0.408981E-03   -0.131184E-03   -0.209660E-03
   240   -0.114442E-06   -0.248763E-05   -0.387979E-05   -0.659690E-05   -0.804679E-05   -0.882858E-05   -0.902773E-05   -0.838592E-05   -0.704240E-05   -0.496266E-05   -0.434344E-05    0.279706E-04    0.661555E-04    0.943432E-04    0.102598E-03    0.894897E-04    0.605960E-04    0.270215E-04    0.371305E-06   -0.938332E-05    0.170421E-05    0.292950E-04    0.627983E-04    0.893551E-04    0.994298E-04    0.192837E-03   -0.120309E-04    0.292194E-03    0.549698E-03    0.311325E-03    0.514452E-03    0.693016E-03    0.406911E-03    0.568781E-03    0.156833E-02    0.196694E-02    0.115872E-02    0.477734E-03   -0.205906E-03   -0.319692E-03
   260   -0.147473E-06   -0.323355E-05   -0.469786E-05   -0.867228E-05   -0.107010E-04   -0.119706E-04   -0.125634E-04   -0.121706E-04   -0.109604E-04   -0.890304E-05   -0.119889E-04    0.189746E-04    0.612468E-04    0.933617E-04    0.104143E-03    0.912223E-04    0.603618E-04    0.231908E-04   -0.747690E-05   -0.198775E-04   -0.937112E-05    0.195970E-04    0.558100E-04    0.857526E-04    0.981842E-04    0.191931E-03   -0.333451E-04    0.300364E-03    0.615023E-03    0.383517E-03    0.607781E-03    0.825956E-03    0.543097E-03    0.704754E-03    0.189229E-02    0.241191E-02    0.139934E-02    0.550525E-03   -0.304019E-03   -0.464275E-03
