   20    0.136850E-06    0.313706E-11    0.786688E-13    0.000000E+00    0.367606E-12    0.000000E+00    0.000000E+00    0.786688E-13    0.249953E-11    0.000000E+00    0.598199E-12    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.131712E-12    0.000000E+00    0.129625E-12    0.000000E+00    0.367606E-12    0.598199E-12    0.000000E+00    0.421028E-11    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.129625E-12    0.000000E+00    0.138532E-11    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.360543E-09
   40    0.143960E-06    0.197453E-12    0.497004E-14    0.000000E+00    0.234611E-13    0.000000E+00    0.000000E+00    0.497004E-14    0.158695E-12    0.000000E+00    0.376369E-13    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.826614E-14    0.000000E+00    0.813480E-14    0.000000E+00    0.234611E-13    0.376369E-13    0.000000E+00    0.267880E-12    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.813480E-14    0.000000E+00    0.871743E-13    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.226208E-10
   60    0.133580E-06    0.393004E-13    0.994658E-15    0.000000E+00    0.479418E-14    0.000000E+00    0.000000E+00    0.994658E-15    0.321024E-13    0.000000E+00    0.750365E-14    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.164306E-14    0.000000E+00    0.161684E-14    0.000000E+00    0.479418E-14    0.750365E-14    0.000000E+00    0.544263E-13    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.161684E-14    0.000000E+00    0.174049E-13    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.449206E-11
   80    0.119520E-06    0.125430E-13    0.319070E-15    0.000000E+00    0.158988E-14    0.000000E+00    0.000000E+00    0.319070E-15    0.104889E-13    0.000000E+00    0.240445E-14    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.524035E-15    0.000000E+00    0.515610E-15    0.000000E+00    0.158988E-14    0.240445E-14    0.000000E+00    0.179145E-13    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.515610E-15    0.000000E+00    0.558442E-14    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.143155E-11
  100    0.105720E-06    0.518792E-14    0.132306E-15    0.000000E+00    0.691166E-15    0.000000E+00    0.000000E+00    0.132306E-15    0.447201E-14    0.000000E+00    0.100165E-14    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.216677E-15    0.000000E+00    0.213165E-15    0.000000E+00    0.691166E-15    0.100165E-14    0.000000E+00    0.772359E-14    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.213165E-15    0.000000E+00    0.232503E-14    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.591670E-12
  120    0.933800E-07    0.252909E-14    0.644066E-16    0.000000E+00    0.358036E-15    0.000000E+00    0.000000E+00    0.644066E-16    0.226166E-14    0.000000E+00    0.494056E-15    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.105621E-15    0.000000E+00    0.103893E-15    0.000000E+00    0.358036E-15    0.494056E-15    0.000000E+00    0.396737E-14    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.103893E-15    0.000000E+00    0.114152E-14    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.288421E-12
  140    0.827350E-07    0.138136E-14    0.349977E-16    0.000000E+00    0.210000E-15    0.000000E+00    0.000000E+00    0.349977E-16    0.128895E-14    0.000000E+00    0.274828E-15    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.576989E-16    0.000000E+00    0.567457E-16    0.000000E+00    0.210000E-15    0.274828E-15    0.000000E+00    0.230768E-14    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.567457E-16    0.000000E+00    0.628027E-15    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.157623E-12
  160    0.736900E-07    0.820083E-15    0.206498E-16    0.000000E+00    0.135266E-15    0.000000E+00    0.000000E+00    0.206498E-16    0.802503E-15    0.000000E+00    0.167675E-15    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.342712E-16    0.000000E+00    0.336988E-16    0.000000E+00    0.135266E-15    0.167675E-15    0.000000E+00    0.147385E-14    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.336988E-16    0.000000E+00    0.375613E-15    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.936892E-13
  180    0.660430E-07    0.518917E-15    0.130444E-16    0.000000E+00    0.937961E-16    0.000000E+00    0.000000E+00    0.130444E-16    0.534759E-15    0.000000E+00    0.110305E-15    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.217051E-16    0.000000E+00    0.213384E-16    0.000000E+00    0.937961E-16    0.110305E-15    0.000000E+00    0.101263E-14    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.213384E-16    0.000000E+00    0.239516E-15    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.593910E-13
  200    0.595650E-07    0.345282E-15    0.877089E-17    0.000000E+00    0.690429E-16    0.000000E+00    0.000000E+00    0.877089E-17    0.375898E-15    0.000000E+00    0.773765E-16    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.144634E-16    0.000000E+00    0.142159E-16    0.000000E+00    0.690429E-16    0.773765E-16    0.000000E+00    0.737572E-15    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.142159E-16    0.000000E+00    0.160697E-15    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.396180E-13
