     0               2              12              22              32              42              52              62              72              82              92             102             132             162             192             222             252             282             312             342             372             402             432             462             492             522             552             652             752             852             952            1052            1152            1252            1352            1452            1752            2052            2352            2652            2952
    20    0.110659E-05    0.252590E-04    0.485060E-04    0.689919E-04    0.869271E-04    0.100344E-03    0.108827E-03    0.111567E-03    0.108465E-03    0.100633E-03    0.175550E-03    0.735510E-04   -0.116825E-03   -0.203703E-03   -0.872845E-04    0.277525E-03    0.848246E-03    0.147831E-02    0.196303E-02    0.219694E-02    0.223003E-02    0.214097E-02    0.200123E-02    0.193599E-02    0.196253E-02    0.448735E-02    0.772769E-02    0.518126E-02    0.575998E-02    0.669074E-02    0.505342E-02    0.484139E-02    0.412843E-02    0.255407E-02    0.476629E-02    0.199144E-02   -0.199152E-02   -0.365958E-02   -0.293082E-02   -0.121970E-02
    40    0.943882E-06    0.215209E-04    0.413130E-04    0.592606E-04    0.744415E-04    0.863947E-04    0.944365E-04    0.977090E-04    0.968002E-04    0.915958E-04    0.164192E-03    0.112447E-03   -0.233000E-04   -0.645091E-04    0.718860E-04    0.414960E-03    0.916989E-03    0.144441E-02    0.184540E-02    0.203939E-02    0.206389E-02    0.199576E-02    0.189858E-02    0.185406E-02    0.188556E-02    0.429211E-02    0.721884E-02    0.506840E-02    0.562084E-02    0.630206E-02    0.487103E-02    0.463711E-02    0.395104E-02    0.254730E-02    0.458169E-02    0.170786E-02   -0.223857E-02   -0.387428E-02   -0.308809E-02   -0.134773E-02
    60    0.769127E-06    0.175336E-04    0.337488E-04    0.486157E-04    0.617393E-04    0.722854E-04    0.801801E-04    0.849233E-04    0.865928E-04    0.853564E-04    0.162923E-03    0.175172E-03    0.110954E-03    0.126528E-03    0.287719E-03    0.598936E-03    0.100288E-02    0.140254E-02    0.168586E-02    0.186227E-02    0.190745E-02    0.187594E-02    0.183726E-02    0.182274E-02    0.186210E-02    0.421261E-02    0.690346E-02    0.527634E-02    0.564463E-02    0.594242E-02    0.482394E-02    0.455383E-02    0.387158E-02    0.266885E-02    0.453188E-02    0.138373E-02   -0.269051E-02   -0.436414E-02   -0.344951E-02   -0.158658E-02
    80    0.604695E-06    0.138216E-04    0.268016E-04    0.390071E-04    0.502789E-04    0.600896E-04    0.683809E-04    0.747742E-04    0.798718E-04    0.830964E-04    0.170182E-03    0.253513E-03    0.264519E-03    0.341741E-03    0.517762E-03    0.773710E-03    0.106168E-02    0.132015E-02    0.150659E-02    0.166646E-02    0.173924E-02    0.175081E-02    0.176651E-02    0.179496E-02    0.184839E-02    0.415993E-02    0.671127E-02    0.562037E-02    0.568683E-02    0.556156E-02    0.475355E-02    0.448641E-02    0.381000E-02    0.280809E-02    0.448981E-02    0.996745E-03   -0.326655E-02   -0.497891E-02   -0.388866E-02   -0.185656E-02
   100    0.496099E-06    0.113797E-04    0.223013E-04    0.330376E-04    0.433720E-04    0.532505E-04    0.624167E-04    0.709526E-04    0.790425E-04    0.869198E-04    0.187458E-03    0.341909E-03    0.418922E-03    0.545081E-03    0.721401E-03    0.906940E-03    0.108188E-02    0.122052E-02    0.134353E-02    0.149864E-02    0.159906E-02    0.164393E-02    0.170198E-02    0.176877E-02    0.184363E-02    0.414415E-02    0.667815E-02    0.597812E-02    0.574747E-02    0.520788E-02    0.464253E-02    0.442616E-02    0.376538E-02    0.293244E-02    0.443907E-02    0.535024E-03   -0.388208E-02   -0.558823E-02   -0.429930E-02   -0.207816E-02
   120    0.477627E-06    0.109980E-04    0.217531E-04    0.326395E-04    0.436096E-04    0.544304E-04    0.652807E-04    0.758301E-04    0.869995E-04    0.983003E-04    0.219153E-03    0.435826E-03    0.559708E-03    0.714690E-03    0.877994E-03    0.100712E-02    0.108830E-02    0.115723E-02    0.126360E-02    0.141379E-02    0.153209E-02    0.160343E-02    0.168328E-02    0.177680E-02    0.187263E-02    0.421967E-02    0.691040E-02    0.636496E-02    0.585218E-02    0.498259E-02    0.453162E-02    0.436933E-02    0.374700E-02    0.299871E-02    0.436648E-02    0.266168E-04   -0.446593E-02   -0.610100E-02   -0.457082E-02   -0.216239E-02
   140    0.570003E-06    0.131414E-04    0.259941E-04    0.391041E-04    0.523648E-04    0.655931E-04    0.787497E-04    0.919686E-04    0.105551E-03    0.119866E-03    0.268751E-03    0.538039E-03    0.687455E-03    0.852594E-03    0.996831E-03    0.108936E-02    0.113726E-02    0.118280E-02    0.130331E-02    0.145904E-02    0.158020E-02    0.166881E-02    0.175795E-02    0.186145E-02    0.196757E-02    0.444115E-02    0.740777E-02    0.683258E-02    0.609277E-02    0.497986E-02    0.451461E-02    0.434726E-02    0.375629E-02    0.302975E-02    0.428565E-02   -0.464444E-03   -0.491201E-02   -0.637365E-02   -0.458478E-02   -0.202456E-02
   160    0.772493E-06    0.177829E-04    0.350187E-04    0.523737E-04    0.696852E-04    0.866382E-04    0.103264E-03    0.119598E-03    0.136153E-03    0.152992E-03    0.339399E-03    0.662202E-03    0.821778E-03    0.987074E-03    0.112132E-02    0.120961E-02    0.126468E-02    0.134536E-02    0.149083E-02    0.165867E-02    0.178797E-02    0.188191E-02    0.197155E-02    0.207047E-02    0.217299E-02    0.488254E-02    0.819699E-02    0.746003E-02    0.655221E-02    0.525680E-02    0.469316E-02    0.441364E-02    0.380709E-02    0.305062E-02    0.423127E-02   -0.887444E-03   -0.515080E-02   -0.630811E-02   -0.424272E-02   -0.158586E-02
   180    0.105745E-05    0.243050E-04    0.476294E-04    0.708774E-04    0.935867E-04    0.115524E-03    0.136606E-03    0.156886E-03    0.176804E-03    0.196444E-03    0.431253E-03    0.816869E-03    0.984824E-03    0.115472E-02    0.129489E-02    0.140809E-02    0.151090E-02    0.163908E-02    0.183247E-02    0.201771E-02    0.215785E-02    0.225606E-02    0.234417E-02    0.242961E-02    0.251264E-02    0.559404E-02    0.929488E-02    0.840549E-02    0.730919E-02    0.586354E-02    0.515507E-02    0.462608E-02    0.391712E-02    0.309462E-02    0.422488E-02   -0.118180E-02   -0.513095E-02   -0.584016E-02   -0.349078E-02   -0.810377E-03
   200    0.139591E-05    0.320533E-04    0.626197E-04    0.928801E-04    0.122212E-03    0.150196E-03    0.176786E-03    0.202152E-03    0.226593E-03    0.250220E-03    0.546682E-03    0.101618E-02    0.120630E-02    0.139380E-02    0.155946E-02    0.170797E-02    0.187642E-02    0.207849E-02    0.231435E-02    0.252825E-02    0.268222E-02    0.279195E-02    0.287349E-02    0.294116E-02    0.299771E-02    0.660352E-02    0.106949E-01    0.971973E-02    0.841346E-02    0.679766E-02    0.594268E-02    0.503514E-02    0.411222E-02    0.321581E-02    0.430275E-02   -0.131882E-02   -0.483931E-02   -0.496374E-02   -0.232602E-02    0.305038E-03
