     0               2              12              22              32              42              52              62              72              82              92             102             132             162             192             222             252             282             312             342             372             402             432             462             492             522             552             852
    20    0.357584E-04    0.750442E-03    0.139601E-02    0.189778E-02    0.221271E-02    0.233963E-02    0.226346E-02    0.203852E-02    0.168921E-02    0.126970E-02    0.165377E-02   -0.686042E-03   -0.159003E-02   -0.969821E-03   -0.777763E-04    0.392744E-03    0.330622E-03    0.162020E-03    0.226416E-03    0.359173E-03    0.298949E-03    0.800269E-04   -0.744648E-04   -0.948685E-04   -0.496757E-04    0.611906E-04    0.954343E-03
    40    0.293044E-04    0.621152E-03    0.116698E-02    0.162391E-02    0.195075E-02    0.212873E-02    0.215172E-02    0.203343E-02    0.179333E-02    0.147466E-02    0.222562E-02    0.497333E-03   -0.580514E-03   -0.279962E-03    0.326173E-03    0.561523E-03    0.378951E-03    0.180825E-03    0.215670E-03    0.341724E-03    0.318898E-03    0.140829E-03   -0.682453E-05   -0.410029E-04   -0.100789E-04    0.188157E-03    0.985901E-03
    60    0.220812E-04    0.472861E-03    0.908478E-03    0.130656E-02    0.163927E-02    0.188451E-02    0.202530E-02    0.205385E-02    0.196799E-02    0.179099E-02    0.309590E-02    0.227337E-02    0.999901E-03    0.863690E-03    0.997967E-03    0.847959E-03    0.473923E-03    0.223036E-03    0.214061E-03    0.329142E-03    0.355176E-03    0.229627E-03    0.941300E-04    0.467567E-04    0.583604E-04    0.416067E-03    0.111584E-02
    80    0.138395E-04    0.312858E-03    0.621546E-03    0.940261E-03    0.125482E-02    0.155186E-02    0.180372E-02    0.199526E-02    0.210030E-02    0.211713E-02    0.410778E-02    0.473829E-02    0.335020E-02    0.254857E-02    0.192674E-02    0.121597E-02    0.600195E-03    0.281025E-03    0.218691E-03    0.311411E-03    0.394508E-03    0.347192E-03    0.242305E-03    0.180647E-03    0.157759E-03    0.711593E-03    0.130073E-02
   100    0.649816E-05    0.153893E-03    0.331282E-03    0.557130E-03    0.829553E-03    0.114725E-02    0.148852E-02    0.183209E-02    0.214660E-02    0.239971E-02    0.515574E-02    0.789862E-02    0.656396E-02    0.480233E-02    0.306397E-02    0.163308E-02    0.752717E-03    0.356534E-03    0.235120E-03    0.293285E-03    0.430096E-03    0.493734E-03    0.448904E-03    0.368520E-03    0.288558E-03    0.105389E-02    0.159019E-02
   120   -0.665915E-06    0.465301E-05    0.569585E-04    0.188151E-03    0.410711E-03    0.732293E-03    0.114180E-02    0.162658E-02    0.214696E-02    0.266098E-02    0.626133E-02    0.117731E-01    0.106937E-01    0.761743E-02    0.436817E-02    0.208993E-02    0.927193E-03    0.442863E-03    0.263779E-03    0.285501E-03    0.468483E-03    0.671128E-03    0.726399E-03    0.620552E-03    0.443657E-03    0.141744E-02    0.193688E-02
   140   -0.659910E-05   -0.124366E-03   -0.178652E-03   -0.128720E-03    0.525732E-04    0.382910E-03    0.867091E-03    0.149462E-02    0.222796E-02    0.302227E-02    0.760299E-02    0.164382E-01    0.157095E-01    0.109320E-01    0.581070E-02    0.259482E-02    0.112890E-02    0.540804E-03    0.311958E-03    0.299740E-03    0.530641E-03    0.900691E-03    0.108990E-02    0.939565E-03    0.615189E-03    0.179902E-02    0.228555E-02
   160   -0.111082E-04   -0.224342E-03   -0.361094E-03   -0.369709E-03   -0.203239E-03    0.172619E-03    0.764691E-03    0.157590E-02    0.255607E-02    0.365751E-02    0.954468E-02    0.220585E-01    0.213833E-01    0.144316E-01    0.734303E-02    0.315287E-02    0.134511E-02    0.652546E-03    0.376291E-03    0.339089E-03    0.648469E-03    0.122208E-02    0.155908E-02    0.130981E-02    0.794414E-03    0.222262E-02    0.270323E-02
   180   -0.143715E-04   -0.288964E-03   -0.473809E-03   -0.495198E-03   -0.286162E-03    0.199710E-03    0.977444E-03    0.203881E-02    0.333117E-02    0.477793E-02    0.124667E-01    0.286371E-01    0.273205E-01    0.179016E-01    0.893805E-02    0.380732E-02    0.161283E-02    0.791175E-03    0.452511E-03    0.412632E-03    0.875866E-03    0.171466E-02    0.215903E-02    0.173313E-02    0.997353E-03    0.273306E-02    0.337246E-02
   200   -0.142040E-04   -0.284640E-03   -0.445071E-03   -0.391923E-03   -0.376778E-04    0.662010E-03    0.172957E-02    0.314400E-02    0.479223E-02    0.660368E-02    0.167008E-01    0.359129E-01    0.331054E-01    0.212271E-01    0.107034E-01    0.469071E-02    0.202846E-02    0.100730E-02    0.555643E-03    0.551569E-03    0.127281E-02    0.240912E-02    0.286221E-02    0.219518E-02    0.124728E-02    0.348427E-02    0.367140E-02
   220   -0.879111E-05   -0.137048E-03   -0.122475E-03    0.160499E-03    0.812590E-03    0.186998E-02    0.333200E-02    0.513858E-02    0.713595E-02    0.920165E-02    0.222033E-01    0.429119E-01    0.372925E-01    0.237212E-01    0.125317E-01    0.583390E-02    0.267431E-02    0.133529E-02    0.700375E-03    0.774064E-03    0.185499E-02    0.323480E-02    0.358545E-02    0.268957E-02    0.161481E-02    0.503688E-02    0.491652E-02
   240    0.102579E-04    0.260008E-03    0.677756E-03    0.140534E-02    0.251738E-02    0.405961E-02    0.594822E-02    0.812882E-02    0.103749E-01    0.125258E-01    0.287781E-01    0.505722E-01    0.418020E-01    0.265002E-01    0.148919E-01    0.766302E-02    0.388259E-02    0.195864E-02    0.961174E-03    0.111205E-02    0.250899E-02    0.398254E-02    0.421911E-02    0.329397E-02    0.223821E-02    0.845533E-02    0.763991E-02
   260    0.409176E-04    0.931220E-03    0.199565E-02    0.334297E-02    0.501414E-02    0.702969E-02    0.933681E-02    0.117712E-01    0.140871E-01    0.162655E-01    0.359294E-01    0.588534E-01    0.468236E-01    0.302611E-01    0.178580E-01    0.104276E-01    0.583813E-02    0.312826E-02    0.149627E-02    0.148911E-02    0.288562E-02    0.425514E-02    0.456710E-02    0.395510E-02    0.331647E-02    0.157417E-01    0.155941E-01
   280    0.761017E-04    0.166058E-02    0.336512E-02    0.529112E-02    0.750497E-02    0.994836E-02    0.125051E-01    0.151046E-01    0.176172E-01    0.197656E-01    0.432504E-01    0.688462E-01    0.544890E-01    0.351813E-01    0.222843E-01    0.141878E-01    0.894813E-02    0.522202E-02    0.283643E-02    0.203823E-02    0.261477E-02    0.357533E-02    0.414621E-02    0.455596E-02    0.513378E-02    0.309586E-01    0.344482E-01
   300    0.954220E-04    0.202405E-02    0.402378E-02    0.622250E-02    0.869792E-02    0.114169E-01    0.142965E-01    0.172161E-01    0.200449E-01    0.227097E-01    0.497736E-01    0.798114E-01    0.629952E-01    0.408412E-01    0.264875E-01    0.177540E-01    0.124537E-01    0.868800E-02    0.594421E-02    0.363956E-02    0.244665E-02    0.228090E-02    0.290130E-02    0.493366E-02    0.779867E-02    0.561945E-01    0.768059E-01
   320    0.125088E-03    0.252771E-02    0.492531E-02    0.732692E-02    0.994819E-02    0.126107E-01    0.153230E-01    0.181545E-01    0.208609E-01    0.232737E-01    0.510466E-01    0.805841E-01    0.646811E-01    0.428086E-01    0.264942E-01    0.176018E-01    0.134517E-01    0.120134E-01    0.994698E-02    0.850499E-02    0.545415E-02    0.266114E-02    0.240811E-02    0.563617E-02    0.102844E-01    0.808359E-01    0.136663E+00
   340    0.196935E-03    0.428028E-02    0.807252E-02    0.115662E-01    0.146985E-01    0.172457E-01    0.193517E-01    0.211849E-01    0.224643E-01    0.233488E-01    0.476255E-01    0.689469E-01    0.548733E-01    0.358560E-01    0.205193E-01    0.131889E-01    0.110453E-01    0.123054E-01    0.155973E-01    0.151258E-01    0.131928E-01    0.810263E-02    0.574026E-02    0.746162E-02    0.107080E-01    0.881513E-01    0.182465E+00
   360    0.275071E-03    0.578968E-02    0.109568E-01    0.155605E-01    0.195102E-01    0.223530E-01    0.243173E-01    0.252488E-01    0.252003E-01    0.244624E-01    0.475353E-01    0.588870E-01    0.433934E-01    0.278184E-01    0.173157E-01    0.109239E-01    0.769426E-02    0.100864E-01    0.156099E-01    0.197032E-01    0.198656E-01    0.148932E-01    0.108559E-01    0.915850E-02    0.917461E-02    0.808943E-01    0.175829E+00
   380    0.246504E-03    0.529050E-02    0.102533E-01    0.148454E-01    0.190588E-01    0.224230E-01    0.248566E-01    0.263042E-01    0.266351E-01    0.261886E-01    0.505328E-01    0.594058E-01    0.426517E-01    0.302485E-01    0.220699E-01    0.132871E-01    0.610900E-02    0.639164E-02    0.123527E-01    0.193319E-01    0.205710E-01    0.183483E-01    0.142863E-01    0.967074E-02    0.750405E-02    0.705374E-01    0.147513E+00
   400    0.154237E-03    0.348663E-02    0.697699E-02    0.105156E-01    0.141523E-01    0.175583E-01    0.206021E-01    0.232467E-01    0.250801E-01    0.262627E-01    0.531737E-01    0.704556E-01    0.562697E-01    0.437831E-01    0.323250E-01    0.176493E-01    0.607867E-02    0.384951E-02    0.894943E-02    0.156257E-01    0.198706E-01    0.182860E-01    0.149749E-01    0.971264E-02    0.667096E-02    0.585926E-01    0.120176E+00
   420    0.626803E-04    0.151238E-02    0.330491E-02    0.548510E-02    0.816851E-02    0.112176E-01    0.145245E-01    0.180913E-01    0.214316E-01    0.244170E-01    0.533644E-01    0.872344E-01    0.787368E-01    0.629908E-01    0.433475E-01    0.213969E-01    0.637605E-02    0.242578E-02    0.603102E-02    0.128620E-01    0.172103E-01    0.175158E-01    0.147783E-01    0.101427E-01    0.667120E-02    0.530403E-01    0.102829E+00
   440   -0.945573E-05   -0.712104E-04    0.357663E-03    0.142026E-02    0.316740E-02    0.575900E-02    0.905427E-02    0.130837E-01    0.174711E-01    0.219875E-01    0.524207E-01    0.105063E+00    0.104108E+00    0.823816E-01    0.518029E-01    0.237357E-01    0.685117E-02    0.169104E-02    0.414146E-02    0.102090E-01    0.148933E-01    0.163073E-01    0.142895E-01    0.110091E-01    0.750965E-02    0.520666E-01    0.924799E-01
