   20    0.135350E-06    0.645880E-10   -0.128583E-11    0.000000E+00    0.300995E-11    0.000000E+00    0.000000E+00   -0.128583E-11    0.323947E-10    0.000000E+00    0.596407E-11    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.268001E-12    0.000000E+00    0.266621E-12    0.000000E+00    0.300995E-11    0.596407E-11    0.000000E+00    0.365775E-10    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.266621E-12    0.000000E+00    0.249195E-11    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.135486E-08
   40    0.142370E-06    0.414676E-11   -0.753835E-13    0.000000E+00    0.215594E-12    0.000000E+00    0.000000E+00   -0.753835E-13    0.208657E-11    0.000000E+00    0.386281E-12    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.170301E-13    0.000000E+00    0.169424E-13    0.000000E+00    0.215594E-12    0.386281E-12    0.000000E+00    0.238651E-11    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.169424E-13    0.000000E+00    0.157594E-12    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.878221E-10
   60    0.132159E-06    0.849768E-12   -0.131094E-13    0.000000E+00    0.493000E-13    0.000000E+00    0.000000E+00   -0.131094E-13    0.432166E-12    0.000000E+00    0.787276E-13    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.343433E-14    0.000000E+00    0.341678E-14    0.000000E+00    0.493000E-13    0.787276E-13    0.000000E+00    0.497134E-12    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.341678E-14    0.000000E+00    0.317192E-13    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.181212E-10
   80    0.118327E-06    0.281763E-12   -0.338420E-14    0.000000E+00    0.181165E-13    0.000000E+00    0.000000E+00   -0.338420E-14    0.146054E-12    0.000000E+00    0.256260E-13    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.111300E-14    0.000000E+00    0.110735E-14    0.000000E+00    0.181165E-13    0.256260E-13    0.000000E+00    0.167874E-12    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.110735E-14    0.000000E+00    0.102917E-13    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.603484E-11
  100    0.104747E-06    0.122070E-12   -0.102884E-14    0.000000E+00    0.864702E-14    0.000000E+00    0.000000E+00   -0.102884E-14    0.651533E-13    0.000000E+00    0.107849E-13    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.468188E-15    0.000000E+00    0.465828E-15    0.000000E+00    0.864702E-14    0.107849E-13    0.000000E+00    0.743395E-13    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.465828E-15    0.000000E+00    0.434463E-14    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.262045E-11
  120    0.925926E-07    0.627785E-13   -0.330692E-15    0.000000E+00    0.490054E-14    0.000000E+00    0.000000E+00   -0.330692E-15    0.349264E-13    0.000000E+00    0.535104E-14    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.232420E-15    0.000000E+00    0.231259E-15    0.000000E+00    0.490054E-14    0.535104E-14    0.000000E+00    0.392655E-13    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.231259E-15    0.000000E+00    0.216713E-14    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.134861E-11
  140    0.821074E-07    0.363917E-13   -0.112527E-15    0.000000E+00    0.315881E-14    0.000000E+00    0.000000E+00   -0.112527E-15    0.214156E-13    0.000000E+00    0.298409E-14    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.129430E-15    0.000000E+00    0.128789E-15    0.000000E+00    0.315881E-14    0.298409E-14    0.000000E+00    0.234965E-13    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.128789E-15    0.000000E+00    0.121302E-14    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.781545E-12
  160    0.731831E-07    0.230379E-13   -0.522481E-16    0.000000E+00    0.225673E-14    0.000000E+00    0.000000E+00   -0.522481E-16    0.145860E-13    0.000000E+00    0.182169E-14    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.784422E-16    0.000000E+00    0.780565E-16    0.000000E+00    0.225673E-14    0.182169E-14    0.000000E+00    0.154329E-13    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.780565E-16    0.000000E+00    0.738887E-15    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.494440E-12
  180    0.656167E-07    0.155954E-13   -0.442333E-16    0.000000E+00    0.174298E-14    0.000000E+00    0.000000E+00   -0.442333E-16    0.108168E-13    0.000000E+00    0.120154E-14    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.507427E-16    0.000000E+00    0.504944E-16    0.000000E+00    0.174298E-14    0.120154E-14    0.000000E+00    0.109036E-13    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.504944E-16    0.000000E+00    0.480346E-15    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.334610E-12
  200    0.592069E-07    0.111224E-13   -0.505394E-16    0.000000E+00    0.141714E-14    0.000000E+00    0.000000E+00   -0.505394E-16    0.859831E-14    0.000000E+00    0.852295E-15    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.345745E-16    0.000000E+00    0.344057E-16    0.000000E+00    0.141714E-14    0.852295E-15    0.000000E+00    0.818382E-14    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.344057E-16    0.000000E+00    0.328942E-15    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.238875E-12
