     0               2              12              22              32              42              52              62              72              82              92             102             132             162             192             222             252             282             312             342             372             402             432             462             492             522             552             852
    20   -0.786437E-04   -0.176389E-02   -0.320022E-02   -0.387128E-02   -0.370487E-02   -0.240346E-02    0.721556E-04    0.393898E-02    0.922408E-02    0.158770E-01    0.472497E-01    0.155672E+00    0.243822E+00    0.303990E+00    0.317946E+00    0.281390E+00    0.212441E+00    0.138896E+00    0.930671E-01    0.904826E-01    0.128181E+00    0.187227E+00    0.243050E+00    0.269382E+00    0.252837E+00    0.110518E+01    0.169205E+01
    40   -0.799591E-04   -0.176662E-02   -0.314455E-02   -0.375582E-02   -0.359300E-02   -0.218350E-02    0.411212E-03    0.451504E-02    0.989384E-02    0.166558E-01    0.492109E-01    0.158237E+00    0.244255E+00    0.300464E+00    0.310432E+00    0.271631E+00    0.201854E+00    0.130500E+00    0.874395E-01    0.892310E-01    0.132377E+00    0.193547E+00    0.246791E+00    0.270730E+00    0.249839E+00    0.107067E+01    0.169058E+01
    60   -0.792730E-04   -0.172381E-02   -0.302604E-02   -0.342765E-02   -0.318933E-02   -0.136096E-02    0.161040E-02    0.608271E-02    0.118486E-01    0.191028E-01    0.549401E-01    0.169534E+00    0.255958E+00    0.309934E+00    0.315311E+00    0.273272E+00    0.202810E+00    0.132779E+00    0.942875E-01    0.992053E-01    0.146592E+00    0.209932E+00    0.260446E+00    0.280095E+00    0.255869E+00    0.109832E+01    0.174507E+01
    80   -0.732409E-04   -0.156502E-02   -0.267664E-02   -0.276846E-02   -0.215695E-02    0.174375E-03    0.356022E-02    0.857418E-02    0.150335E-01    0.230134E-01    0.640714E-01    0.187354E+00    0.274123E+00    0.325565E+00    0.326517E+00    0.281612E+00    0.212485E+00    0.144524E+00    0.110383E+00    0.119041E+00    0.168689E+00    0.229379E+00    0.276984E+00    0.291644E+00    0.263030E+00    0.114282E+01    0.180615E+01
   100   -0.614583E-04   -0.125109E-02   -0.200112E-02   -0.167231E-02   -0.477124E-03    0.253555E-02    0.669380E-02    0.123714E-01    0.196139E-01    0.284176E-01    0.762358E-01    0.210642E+00    0.297664E+00    0.346879E+00    0.343623E+00    0.296179E+00    0.227660E+00    0.165112E+00    0.136952E+00    0.149498E+00    0.199129E+00    0.257477E+00    0.296947E+00    0.304796E+00    0.273942E+00    0.120593E+01    0.183855E+01
   120   -0.377169E-04   -0.681815E-03   -0.869729E-03    0.269008E-03    0.228259E-02    0.620658E-02    0.113106E-01    0.179860E-01    0.264208E-01    0.360220E-01    0.933589E-01    0.241734E+00    0.329681E+00    0.377233E+00    0.371618E+00    0.323267E+00    0.257917E+00    0.199761E+00    0.176715E+00    0.193588E+00    0.241999E+00    0.291421E+00    0.323186E+00    0.323297E+00    0.287735E+00    0.128614E+01    0.189991E+01
   140   -0.194564E-06    0.228270E-03    0.103266E-02    0.312183E-02    0.638773E-02    0.114675E-01    0.177428E-01    0.258325E-01    0.356145E-01    0.464143E-01    0.115950E+00    0.284092E+00    0.374518E+00    0.420882E+00    0.415244E+00    0.368646E+00    0.308575E+00    0.256412E+00    0.239261E+00    0.255376E+00    0.302817E+00    0.342651E+00    0.361268E+00    0.352030E+00    0.313086E+00    0.143198E+01    0.200436E+01
   160    0.656420E-04    0.176157E-02    0.398322E-02    0.778245E-02    0.127757E-01    0.193941E-01    0.275913E-01    0.374995E-01    0.489562E-01    0.613981E-01    0.148485E+00    0.341551E+00    0.437402E+00    0.484666E+00    0.481812E+00    0.440676E+00    0.387190E+00    0.343839E+00    0.329479E+00    0.346675E+00    0.384514E+00    0.411538E+00    0.413731E+00    0.389563E+00    0.343641E+00    0.163993E+01    0.218065E+01
   180    0.169010E-03    0.415728E-02    0.876312E-02    0.148134E-01    0.221598E-01    0.312878E-01    0.417888E-01    0.541567E-01    0.676956E-01    0.822539E-01    0.193605E+00    0.420358E+00    0.523631E+00    0.575153E+00    0.579313E+00    0.548161E+00    0.504276E+00    0.470410E+00    0.459822E+00    0.470907E+00    0.493597E+00    0.501175E+00    0.480051E+00    0.440235E+00    0.386789E+00    0.191725E+01    0.244569E+01
   200    0.331234E-03    0.782046E-02    0.159827E-01    0.254517E-01    0.362284E-01    0.486310E-01    0.619898E-01    0.771715E-01    0.935010E-01    0.110197E+00    0.253962E+00    0.523428E+00    0.637882E+00    0.700172E+00    0.717822E+00    0.703435E+00    0.675659E+00    0.652147E+00    0.640986E+00    0.638937E+00    0.640859E+00    0.621831E+00    0.575418E+00    0.511000E+00    0.450134E+00    0.231373E+01    0.270417E+01
   220    0.573054E-03    0.135685E-01    0.267144E-01    0.410689E-01    0.567302E-01    0.732506E-01    0.905548E-01    0.109187E+00    0.128478E+00    0.148210E+00    0.334155E+00    0.658167E+00    0.785548E+00    0.866648E+00    0.907239E+00    0.916049E+00    0.905901E+00    0.892217E+00    0.875210E+00    0.858631E+00    0.826208E+00    0.765946E+00    0.684992E+00    0.595841E+00    0.522909E+00    0.283274E+01    0.283429E+01
   240    0.928110E-03    0.216324E-01    0.421184E-01    0.636767E-01    0.855612E-01    0.107505E+00    0.130202E+00    0.152791E+00    0.176404E+00    0.200241E+00    0.444411E+00    0.842537E+00    0.995374E+00    0.111118E+01    0.118782E+01    0.123375E+01    0.124293E+01    0.124181E+01    0.121821E+01    0.117604E+01    0.110268E+01    0.100294E+01    0.881928E+00    0.765071E+00    0.680460E+00    0.364045E+01    0.344664E+01
   260    0.140714E-02    0.324292E-01    0.621712E-01    0.925228E-01    0.122837E+00    0.152167E+00    0.181524E+00    0.210196E+00    0.238348E+00    0.266421E+00    0.585059E+00    0.108280E+01    0.127878E+01    0.144077E+01    0.156702E+01    0.165414E+01    0.168932E+01    0.169527E+01    0.166061E+01    0.159548E+01    0.148439E+01    0.134075E+01    0.117745E+01    0.102294E+01    0.916272E+00    0.489971E+01    0.377566E+01
   280    0.196664E-02    0.451572E-01    0.860122E-01    0.125960E+00    0.165365E+00    0.203080E+00    0.239173E+00    0.273791E+00    0.309422E+00    0.343891E+00    0.753503E+00    0.138192E+01    0.162972E+01    0.187500E+01    0.205439E+01    0.219404E+01    0.225687E+01    0.226892E+01    0.222877E+01    0.215841E+01    0.201772E+01    0.183217E+01    0.162697E+01    0.143219E+01    0.127655E+01    0.678829E+01    0.427862E+01
   300    0.247716E-02    0.558589E-01    0.105624E+00    0.152977E+00    0.200553E+00    0.243521E+00    0.285861E+00    0.326737E+00    0.367741E+00    0.409752E+00    0.904466E+00    0.167257E+01    0.200370E+01    0.234837E+01    0.260204E+01    0.278631E+01    0.289489E+01    0.292565E+01    0.291760E+01    0.287490E+01    0.275507E+01    0.256163E+01    0.232248E+01    0.206491E+01    0.184624E+01    0.941594E+01    0.607187E+01
   320    0.246007E-02    0.561376E-01    0.103317E+00    0.149301E+00    0.193490E+00    0.235716E+00    0.275968E+00    0.318056E+00    0.362698E+00    0.409633E+00    0.924443E+00    0.174619E+01    0.215514E+01    0.258900E+01    0.288686E+01    0.310976E+01    0.325534E+01    0.334312E+01    0.340972E+01    0.345576E+01    0.341142E+01    0.325823E+01    0.300629E+01    0.269127E+01    0.236036E+01    0.116384E+02    0.770331E+01
   340    0.186464E-02    0.418543E-01    0.751408E-01    0.106065E+00    0.137927E+00    0.167620E+00    0.199382E+00    0.237604E+00    0.277774E+00    0.325683E+00    0.762409E+00    0.153186E+01    0.200340E+01    0.249240E+01    0.281750E+01    0.302694E+01    0.325096E+01    0.342662E+01    0.360551E+01    0.381072E+01    0.389719E+01    0.380321E+01    0.355979E+01    0.316659E+01    0.275600E+01    0.132936E+02    0.107093E+02
   360    0.854269E-03    0.183735E-01    0.297814E-01    0.403926E-01    0.508815E-01    0.651595E-01    0.825996E-01    0.109183E+00    0.141537E+00    0.183356E+00    0.474490E+00    0.109270E+01    0.153761E+01    0.201511E+01    0.233280E+01    0.255884E+01    0.282639E+01    0.310820E+01    0.341018E+01    0.373497E+01    0.393987E+01    0.391258E+01    0.367430E+01    0.325222E+01    0.277655E+01    0.130591E+02    0.130699E+02
   380   -0.132850E-03   -0.362618E-02   -0.123429E-01   -0.211025E-01   -0.275727E-01   -0.291404E-01   -0.275155E-01   -0.120632E-01    0.891307E-02    0.428331E-01    0.176586E+00    0.596996E+00    0.994734E+00    0.141978E+01    0.171442E+01    0.191135E+01    0.223656E+01    0.260728E+01    0.297463E+01    0.338706E+01    0.365097E+01    0.363703E+01    0.339886E+01    0.297802E+01    0.250042E+01    0.113515E+02    0.141816E+02
   400   -0.816509E-03   -0.191373E-01   -0.413626E-01   -0.625074E-01   -0.826922E-01   -0.961475E-01   -0.104933E+00   -0.996961E-01   -0.900714E-01   -0.647305E-01   -0.610262E-01    0.177448E+00    0.518580E+00    0.888710E+00    0.117224E+01    0.139162E+01    0.175275E+01    0.217297E+01    0.258627E+01    0.302184E+01    0.330468E+01    0.330724E+01    0.305694E+01    0.263849E+01    0.217429E+01    0.988475E+01    0.146935E+02
   420   -0.125412E-02   -0.290441E-01   -0.601431E-01   -0.894037E-01   -0.117942E+00   -0.139380E+00   -0.156959E+00   -0.161596E+00   -0.161026E+00   -0.145533E+00   -0.245609E+00   -0.168951E+00    0.110434E+00    0.442558E+00    0.720730E+00    0.955041E+00    0.134937E+01    0.183434E+01    0.227783E+01    0.269661E+01    0.297573E+01    0.295663E+01    0.270677E+01    0.231143E+01    0.189070E+01    0.848103E+01    0.140509E+02
   440   -0.155096E-02   -0.357545E-01   -0.728876E-01   -0.108258E+00   -0.142378E+00   -0.172450E+00   -0.197024E+00   -0.211159E+00   -0.221209E+00   -0.217046E+00   -0.411484E+00   -0.509635E+00   -0.287863E+00    0.349281E-02    0.297386E+00    0.582684E+00    0.101419E+01    0.153199E+01    0.200205E+01    0.238802E+01    0.264280E+01    0.263696E+01    0.238097E+01    0.202876E+01    0.166171E+01    0.773346E+01    0.129254E+02
