     0               2              12              22              32              42              52              62              72              82              92             102             132             162             192             222             252             282             312             342             372             402             432             462             492             522             552             652             752             852             952            1052            1152            1252            1352            1452            1552            1652            1752            1852            1952            2052            2152            2252            2352            2452            2752            3052            3352            3652            3952            4252            4552            4852
    20    0.124494E-06    0.273251E-05    0.578249E-05    0.960468E-05    0.144612E-04    0.203376E-04    0.272670E-04    0.351515E-04    0.436317E-04    0.522008E-04    0.121266E-03    0.240174E-03    0.253339E-03    0.222491E-03    0.168283E-03    0.117072E-03    0.838639E-04    0.699388E-04    0.717016E-04    0.881125E-04    0.119045E-03    0.158149E-03    0.192212E-03    0.208948E-03    0.204851E-03    0.405201E-03    0.516241E-03    0.888227E-03    0.110130E-02    0.972125E-03    0.137407E-02    0.176078E-02    0.162146E-02    0.203571E-02    0.265128E-02    0.252913E-02    0.286703E-02    0.359564E-02    0.347319E-02    0.366792E-02    0.449271E-02    0.441625E-02    0.434933E-02    0.496665E-02    0.949437E-02    0.133324E-01    0.883989E-02    0.343082E-02   -0.545387E-03    0.136711E-03    0.308440E-02    0.576590E-02    0.613483E-02
    40    0.127836E-06    0.281660E-05    0.585240E-05    0.947327E-05    0.138630E-04    0.190060E-04    0.249678E-04    0.315305E-04    0.384495E-04    0.454330E-04    0.104369E-03    0.202178E-03    0.212572E-03    0.188275E-03    0.145260E-03    0.103705E-03    0.761243E-04    0.646440E-04    0.670695E-04    0.824820E-04    0.110166E-03    0.144385E-03    0.174022E-03    0.188973E-03    0.186584E-03    0.372674E-03    0.486496E-03    0.822938E-03    0.102098E-02    0.914085E-03    0.127920E-02    0.163242E-02    0.151747E-02    0.189430E-02    0.244805E-02    0.235259E-02    0.265464E-02    0.330327E-02    0.320758E-02    0.338534E-02    0.411060E-02    0.405515E-02    0.399989E-02    0.453253E-02    0.869034E-02    0.121798E-01    0.813648E-02    0.330118E-02   -0.270131E-03    0.346092E-03    0.292191E-02    0.528768E-02    0.561675E-02
    60    0.137500E-06    0.302095E-05    0.612478E-05    0.956738E-05    0.134569E-04    0.177479E-04    0.224772E-04    0.274543E-04    0.325355E-04    0.375125E-04    0.843597E-04    0.157142E-03    0.164059E-03    0.148214E-03    0.119055E-03    0.892937E-04    0.685530E-04    0.601240E-04    0.635465E-04    0.781787E-04    0.102512E-03    0.131287E-03    0.156051E-03    0.169490E-03    0.169228E-03    0.344113E-03    0.467365E-03    0.770159E-03    0.954331E-03    0.874752E-03    0.120415E-02    0.152495E-02    0.143906E-02    0.177844E-02    0.227107E-02    0.220579E-02    0.247296E-02    0.303773E-02    0.297183E-02    0.313105E-02    0.375112E-02    0.371722E-02    0.367025E-02    0.410774E-02    0.790053E-02    0.110466E-01    0.743943E-02    0.324201E-02    0.141643E-03    0.638289E-03    0.283523E-02    0.484016E-02    0.510764E-02
    80    0.144187E-06    0.313594E-05    0.618885E-05    0.931703E-05    0.125100E-04    0.157213E-04    0.189215E-04    0.220155E-04    0.249090E-04    0.275795E-04    0.598516E-04    0.104052E-03    0.107633E-03    0.101597E-03    0.882907E-04    0.722832E-04    0.597556E-04    0.550311E-04    0.597105E-04    0.733984E-04    0.938151E-04    0.116489E-03    0.135951E-03    0.147757E-03    0.150005E-03    0.312578E-03    0.447568E-03    0.712580E-03    0.882366E-03    0.833175E-03    0.112189E-02    0.140660E-02    0.135262E-02    0.164824E-02    0.207191E-02    0.203621E-02    0.226140E-02    0.273044E-02    0.269382E-02    0.282781E-02    0.332702E-02    0.331148E-02    0.327235E-02    0.359938E-02    0.694951E-02    0.967214E-02    0.660699E-02    0.313795E-02    0.629088E-03    0.966876E-03    0.269679E-02    0.429479E-02    0.449320E-02
   100    0.139749E-06    0.301503E-05    0.579633E-05    0.836593E-05    0.106626E-04    0.125563E-04    0.140518E-04    0.151087E-04    0.157676E-04    0.161017E-04    0.323103E-04    0.472395E-04    0.483499E-04    0.525086E-04    0.553146E-04    0.537064E-04    0.500515E-04    0.494240E-04    0.553920E-04    0.678699E-04    0.840985E-04    0.100601E-03    0.114845E-03    0.125033E-03    0.129744E-03    0.279009E-03    0.425790E-03    0.651128E-03    0.805633E-03    0.786114E-03    0.103191E-02    0.127739E-02    0.125276E-02    0.149951E-02    0.184880E-02    0.183728E-02    0.201386E-02    0.237999E-02    0.236433E-02    0.246510E-02    0.283487E-02    0.282808E-02    0.278959E-02    0.300194E-02    0.580591E-02    0.802015E-02    0.558027E-02    0.297444E-02    0.108897E-02    0.127765E-02    0.249613E-02    0.362417E-02    0.375535E-02
   120    0.118362E-06    0.252736E-05    0.471171E-05    0.647852E-05    0.764741E-05    0.813503E-05    0.792494E-05    0.706824E-05    0.567552E-05    0.393702E-05    0.406549E-05   -0.764892E-05   -0.770565E-05    0.594504E-05    0.234043E-04    0.352791E-04    0.403335E-04    0.438597E-04    0.509331E-04    0.619585E-04    0.740805E-04    0.850291E-04    0.947307E-04    0.103552E-03    0.110441E-03    0.246597E-03    0.403549E-03    0.590475E-03    0.729687E-03    0.735954E-03    0.939248E-03    0.114511E-02    0.114277E-02    0.133875E-02    0.161247E-02    0.161424E-02    0.173771E-02    0.200022E-02    0.199030E-02    0.204969E-02    0.229112E-02    0.227856E-02    0.222928E-02    0.233388E-02    0.450428E-02    0.612441E-02    0.434558E-02    0.265447E-02    0.145192E-02    0.150011E-02    0.218526E-02    0.283855E-02    0.291268E-02
   140    0.787041E-07    0.165911E-05    0.292962E-05    0.363849E-05    0.360635E-05    0.272869E-05    0.103347E-05   -0.139551E-05   -0.436076E-05   -0.762137E-05   -0.218214E-04   -0.545408E-04   -0.542967E-04   -0.328510E-04   -0.375158E-05    0.191870E-04    0.318750E-04    0.391630E-04    0.470153E-04    0.564397E-04    0.649953E-04    0.715661E-04    0.778850E-04    0.857350E-04    0.943763E-04    0.219333E-03    0.384310E-03    0.537752E-03    0.662876E-03    0.688446E-03    0.853032E-03    0.102129E-02    0.103129E-02    0.117815E-02    0.138043E-02    0.138036E-02    0.144972E-02    0.161481E-02    0.159196E-02    0.160214E-02    0.172500E-02    0.168755E-02    0.161556E-02    0.162632E-02    0.309603E-02    0.404425E-02    0.294962E-02    0.215330E-02    0.162780E-02    0.154814E-02    0.174766E-02    0.195339E-02    0.199331E-02
   160    0.278054E-07    0.502620E-06    0.647772E-06    0.242557E-06   -0.915658E-06   -0.289802E-05   -0.566808E-05   -0.910580E-05   -0.129854E-04   -0.170449E-04   -0.419755E-04   -0.876854E-04   -0.858589E-04   -0.590909E-04   -0.225299E-04    0.793807E-05    0.263091E-04    0.365237E-04    0.447250E-04    0.525645E-04    0.584892E-04    0.623230E-04    0.667324E-04    0.741663E-04    0.840655E-04    0.202341E-03    0.374032E-03    0.501636E-03    0.615810E-03    0.653321E-03    0.785897E-03    0.922010E-03    0.933758E-03    0.103604E-02    0.117491E-02    0.115917E-02    0.117655E-02    0.125490E-02    0.120062E-02    0.115618E-02    0.117610E-02    0.109681E-02    0.989222E-03    0.924219E-03    0.167005E-02    0.190103E-02    0.142838E-02    0.144220E-02    0.153474E-02    0.137240E-02    0.116691E-02    0.100792E-02    0.105025E-02
   180   -0.288211E-07   -0.647855E-06   -0.155699E-05   -0.289706E-05   -0.489107E-05   -0.751499E-05   -0.107751E-04   -0.145057E-04   -0.185436E-04   -0.226052E-04   -0.528865E-04   -0.102045E-03   -0.977828E-04   -0.687802E-04   -0.295988E-04    0.409231E-05    0.255117E-04    0.374356E-04    0.455086E-04    0.520510E-04    0.565682E-04    0.595271E-04    0.636385E-04    0.712815E-04    0.819720E-04    0.200822E-03    0.380908E-03    0.492423E-03    0.600142E-03    0.644020E-03    0.753884E-03    0.865049E-03    0.871378E-03    0.937237E-03    0.102447E-02    0.983826E-03    0.955154E-03    0.961424E-03    0.862290E-03    0.761857E-03    0.697754E-03    0.564482E-03    0.412104E-03    0.290266E-03    0.348993E-03   -0.143873E-03   -0.116791E-03    0.566784E-03    0.115918E-02    0.959849E-03    0.468992E-03    0.618771E-04    0.157465E-03
