   20    0.136850E-06    0.747383E-12    0.962859E-14    0.000000E+00    0.740081E-13    0.000000E+00    0.000000E+00    0.962859E-14    0.936341E-12    0.000000E+00    0.179705E-12    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.394395E-12    0.000000E+00    0.387690E-12    0.000000E+00    0.740081E-13    0.179705E-12    0.000000E+00    0.142179E-11    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.387690E-12    0.000000E+00    0.413797E-11    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.226924E-09
   40    0.143960E-06    0.469849E-13    0.636317E-15    0.000000E+00    0.480924E-14    0.000000E+00    0.000000E+00    0.636317E-15    0.600751E-13    0.000000E+00    0.113631E-13    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.246599E-13    0.000000E+00    0.242420E-13    0.000000E+00    0.480924E-14    0.113631E-13    0.000000E+00    0.914768E-13    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.242420E-13    0.000000E+00    0.258350E-12    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.144254E-10
   60    0.133580E-06    0.933334E-14    0.135678E-15    0.000000E+00    0.100880E-14    0.000000E+00    0.000000E+00    0.135678E-15    0.123509E-13    0.000000E+00    0.228074E-14    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.487779E-14    0.000000E+00    0.479549E-14    0.000000E+00    0.100880E-14    0.228074E-14    0.000000E+00    0.189264E-13    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.479549E-14    0.000000E+00    0.510149E-13    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.290832E-11
   80    0.119520E-06    0.297355E-14    0.466073E-16    0.000000E+00    0.346008E-15    0.000000E+00    0.000000E+00    0.466073E-16    0.412890E-14    0.000000E+00    0.737934E-15    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.154693E-14    0.000000E+00    0.152089E-14    0.000000E+00    0.346008E-15    0.737934E-15    0.000000E+00    0.639980E-14    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.152089E-14    0.000000E+00    0.161829E-13    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.942777E-12
  100    0.105720E-06    0.122791E-14    0.205782E-16    0.000000E+00    0.156592E-15    0.000000E+00    0.000000E+00    0.205782E-16    0.181345E-14    0.000000E+00    0.311835E-15    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.635468E-15    0.000000E+00    0.624768E-15    0.000000E+00    0.156592E-15    0.311835E-15    0.000000E+00    0.286216E-14    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.624768E-15    0.000000E+00    0.666861E-14    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.396796E-12
  120    0.933800E-07    0.597564E-15    0.105460E-16    0.000000E+00    0.849605E-16    0.000000E+00    0.000000E+00    0.105460E-16    0.951089E-15    0.000000E+00    0.157225E-15    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.307423E-15    0.000000E+00    0.302235E-15    0.000000E+00    0.849605E-16    0.157225E-15    0.000000E+00    0.154093E-14    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.302235E-15    0.000000E+00    0.324168E-14    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.197031E-12
  140    0.827350E-07    0.325682E-15    0.597040E-17    0.000000E+00    0.525314E-16    0.000000E+00    0.000000E+00    0.597040E-17    0.565612E-15    0.000000E+00    0.905055E-16    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.166468E-15    0.000000E+00    0.163654E-15    0.000000E+00    0.525314E-16    0.905055E-16    0.000000E+00    0.949609E-15    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.163654E-15    0.000000E+00    0.176365E-14    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.109639E-12
  160    0.736900E-07    0.192795E-15    0.366376E-17    0.000000E+00    0.359372E-16    0.000000E+00    0.000000E+00    0.366376E-17    0.369430E-15    0.000000E+00    0.581917E-16    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.978994E-16    0.000000E+00    0.962418E-16    0.000000E+00    0.359372E-16    0.581917E-16    0.000000E+00    0.649653E-15    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.962418E-16    0.000000E+00    0.104104E-14    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.662831E-13
  180    0.660430E-07    0.121520E-15    0.244103E-17    0.000000E+00    0.266938E-16    0.000000E+00    0.000000E+00    0.244103E-17    0.259246E-15    0.000000E+00    0.413428E-16    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.613404E-16    0.000000E+00    0.603005E-16    0.000000E+00    0.266938E-16    0.413428E-16    0.000000E+00    0.483260E-15    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.603005E-16    0.000000E+00    0.654357E-15    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.426679E-13
  200    0.595650E-07    0.804445E-16    0.178501E-17    0.000000E+00    0.212316E-16    0.000000E+00    0.000000E+00    0.178501E-17    0.192200E-15    0.000000E+00    0.322428E-16    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.404250E-16    0.000000E+00    0.397375E-16    0.000000E+00    0.212316E-16    0.322428E-16    0.000000E+00    0.384726E-15    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.397375E-16    0.000000E+00    0.433043E-15    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.288441E-13
